Price,Close,High,Low,Open,Volume,MA_20,MA_50,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded
2020-10-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-13,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-20,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-21,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-27,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-29,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-10-30,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-13,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-20,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-11-27,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-21,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-29,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-30,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2020-12-31,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-13,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-20,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-21,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-27,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-01-29,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-02-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-30,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-03-31,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-13,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-20,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-27,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-29,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-04-30,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-12,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-19,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-20,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-21,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-26,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-27,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-05-31,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-03,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-04,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-08,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-09,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-10,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-11,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-14,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-15,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-16,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-17,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-18,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-21,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-22,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-23,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-24,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-25,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-28,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-29,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-06-30,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-07-01,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-07-02,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-07-05,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-07-06,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
2021-07-07,,,,,,,,,,,,,Oil Gas & Consumable Fuels,15
