,Price,Close,High,Low,Open,Volume,MA_5,MA_15,MA_19,MA_20,MA_25,MA_30,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded,Stock Movement Label
0,Ticker,SJVN.NS,SJVN.NS,SJVN.NS,SJVN.NS,SJVN.NS,,,,,,,,,,,,,,
1,Date,,,,,,,,,,,,,,,,,,,
2,2020-01-10,19.601112365722656,19.75160133088275,19.563490842017202,19.563490842017202,439523,,,,,,,-0.7308458376196355,,-0.0019193565652551,0.0076775726985403,-0.0019193565652551,Power,16.0,
3,2020-01-13,19.638734817504883,19.826845301513227,19.601111859601755,19.638734817504883,787370,,,,,,,-0.7299285696725013,0.0019194039134237,0.0,0.0095785439213056,-0.0019157526313555,Power,16.0,
4,2020-01-14,19.676353454589844,19.86446391101072,19.638731937373223,19.676353454589844,1364884,,,,,,,-0.7290113947309892,0.0019155326162574,0.0,0.009560229584969,-0.0019120167414885,Power,16.0,
5,2020-01-15,19.601112365722656,19.75160133088275,19.525869318311745,19.676356848302703,1131552,,,,,,,-0.7308458376196355,-0.0038239346045919,0.0038387863492701,0.0076775726985403,-0.0038387131305105,Power,16.0,0.0
6,2020-01-16,19.75160026550293,19.864466265700564,19.563489786783855,19.789221787179123,1418656,19.653782653808594,,,,,,-0.7271768123339098,0.0076775183455117,0.0019047328404018,0.0057142711821056,-0.0095238095238094,Power,16.0,1.0
7,2020-01-17,19.676353454589844,19.8268423937941,19.601108984987718,19.713976406975352,707228,19.66883087158203,,,,,,-0.7290113947309892,-0.0038096564279152,0.0019120896802518,0.0076482128434804,-0.0038241064217401,Power,16.0,0.0
8,2020-01-20,20.353551864624023,20.579285285119393,19.11202307499086,19.826843420472752,6997443,19.81179428100586,,,,,,-0.7125007111910072,0.034416865482573,-0.0258779621195615,0.011090615632926,-0.0609981391892111,Power,16.0,1.0
9,2020-01-21,20.090198516845703,20.46641945210372,19.713977581587688,20.35355202339114,1177597,19.894563293457036,,,,,,-0.7189214938153243,-0.0129389381042651,0.0131085567086164,0.0187265912251965,-0.0187265912251963,Power,16.0,0.0
10,2020-01-22,19.450624465942383,20.240687930089596,19.337758461802654,20.240687930089596,1792943,19.864465713500977,,,,,,-0.7345148629053612,-0.0318351284765571,0.0406189253990583,0.0406189253990583,-0.0058026930876874,Power,16.0,0.0
11,2020-01-23,18.96153450012207,19.86446382597572,18.585313588890827,19.5634873840245,7463286,19.706452560424804,,,,,,-0.7464392997152943,-0.0251452063493744,0.0317460005095344,0.0476190007643018,-0.0198412692405681,Power,16.0,0.0
12,2020-01-24,19.413000106811523,19.789221050239416,19.18726811482239,19.375378586536335,2436279,19.65378189086914,,,,,,-0.7354321773553063,0.0238095501546326,-0.0019379549821352,0.0193798455343274,-0.0116278777492989,Power,16.0,1.0
13,2020-01-27,19.601112365722656,19.789222854588207,19.300135870571605,19.300135870571605,1122885,19.503293991088867,,,,,,-0.7308458376196355,0.0096900148290386,-0.0153550721783209,0.0095969292637956,-0.0153550721783209,Power,16.0,1.0
14,2020-01-28,19.450624465942383,19.751600955371366,19.37537998479286,19.56349047008211,700114,19.375379180908205,,,,,,-0.7345148629053612,-0.0076775183455117,0.0058026930876875,0.0154738728289154,-0.0038684866535402,Power,16.0,0.0
15,2020-01-29,19.413000106811523,19.71397800968904,19.375378586536335,19.563489058250283,1084084,19.36785430908203,,,,,,-0.7354321773553063,-0.0019343522464658,0.0077519677850286,0.015503935570057,-0.0019379549821352,Power,16.0,0.0
16,2020-01-30,19.337759017944336,19.601112556787882,19.187270051317324,19.525869508643524,925995,19.443099212646484,19.601111475626627,,,,,-0.7372666202439526,-0.0038758094294136,0.009727626170366,0.0136186172657943,-0.007782130622652,Power,16.0,0.0
17,2020-01-31,19.07440185546875,19.48824431345793,18.81104691167155,19.48824431345793,2369118,19.37537956237793,19.5659974416097,,,,,-0.7436874958738918,-0.0136188046521422,0.021696222042765,0.021696222042765,-0.0138067209547487,Power,16.0,0.0
18,2020-02-03,19.224891662597656,19.33775910566448,18.886293638904654,19.07440413045715,1674001,19.30013542175293,19.53840789794922,,,,,-0.7400184240853551,0.0078896212981776,-0.0078277440924819,0.0058709013838766,-0.0176124801967935,Power,16.0,1.0
19,2020-02-04,19.37537956237793,19.563490043566066,19.224890603359793,19.37537956237793,977433,19.28508644104004,19.51834297180176,,,,,-0.7363493987996295,0.0078277632155946,0.0,0.0097087378640776,-0.0077670199199786,Power,16.0,1.0
20,2020-02-05,19.413000106811523,19.525867537975095,19.375378586536335,19.450623062255715,752483,19.28508644104004,19.505802154541016,19.53180764850817,,,,-0.7354321773553063,0.0019416674812731,0.0019380289103789,0.0058140128028933,-0.0019379549821352,Power,16.0,1.0
21,2020-02-06,19.450624465942383,19.525868947091904,19.37537998479286,19.525868947091904,995149,19.307659530639647,19.485737101236975,19.523887232730264,19.52774848937988,,,-0.7345148629053612,0.0019381012169086,0.0038684866535403,0.0038684866535403,-0.0038684866535402,Power,16.0,1.0
