,Close,High,Low,Open,Volume,MA_5,MA_15,MA_20,MA_25,MA_30,Normalized_Close,Return_Ratio,Percentage_Change_Open,Percentage_Change_High,Percentage_Change_Low,Sector_Encoded,Stock_Movement_Label
0,384.4746398925781,388.5595022795658,373.61490603804407,373.6647091969056,263100,0.0,0.0,0.0,0.0,0.0,-1.2034391166003162,0.0,-0.028116108512886,0.0106245301071847,-0.028245644127707,6.0,0.0
1,382.3823852539063,391.9469328022885,380.58904589071017,391.5484163221181,241935,0.0,0.0,0.0,0.0,0.0,-1.2142458102265803,-0.0054418534321443,0.0239708507025644,0.0250130443169636,-0.0046899110219349,6.0,0.0
2,380.6886901855469,390.1037676369215,379.0945938282932,382.53186314846965,20943,0.0,0.0,0.0,0.0,0.0,-1.2229939058750583,-0.0044293229334681,0.0048416803820057,0.0247316973004523,-0.0041874014078977,6.0,0.0
3,381.3362731933594,385.47093865713606,374.61120501816623,374.61120501816623,19654,0.0,0.0,0.0,0.0,0.0,-1.2196490782266196,0.0017010828651013,-0.0176355323318092,0.0108425705982608,-0.0176355323318092,6.0,1.0
4,375.30865478515625,385.5705991377306,373.6149216450878,384.9728091821264,98243,380.8381286621094,0.0,0.0,0.0,0.0,-1.2507822989300177,-0.0158065697703684,0.0257498841919923,0.0273426797430205,-0.0045129072257553,6.0,0.0
5,375.7071533203125,383.5779678789345,372.26988404360975,373.61490377818296,44654,379.0846313476562,0.0,0.0,0.0,0.0,-1.2487240162046025,0.0010617888238798,-0.0055688307332966,0.020949333780482,-0.0091487991280598,6.0,1.0
6,380.0909118652344,393.3417755297848,374.1628763072271,390.5521296229931,142790,378.6263366699219,0.0,0.0,0.0,0.0,-1.2260814875893666,0.0116680199090712,0.0275229357798165,0.0348623533236402,-0.0155963622726901,6.0,1.0
7,379.99127197265625,383.4783445295196,367.6868812981806,378.5964490308828,47450,378.4868530273437,0.0,0.0,0.0,0.0,-1.2265961370838132,-0.0002621475269933,-0.0036706709986586,0.0091767175039596,-0.0323807191954689,6.0,0.0
8,384.6739196777344,389.5558151161205,379.1444007343214,389.5558151161205,101888,379.1543823242188,0.0,0.0,0.0,0.0,-1.2024098176114235,0.0123230401602884,0.0126909966822705,0.0126909966822705,-0.0143745615716434,6.0,1.0
9,419.4948120117188,450.3305083161037,386.56689651913325,388.5595093877886,2193383,387.9916137695312,0.0,0.0,0.0,0.0,-1.0225566064911176,0.0905205436416277,-0.0737441840474203,0.073506740539913,-0.0784942138728181,6.0,1.0
10,439.47076416015625,451.3268043751317,414.81218047740896,423.3305881331418,982043,400.7443359375,0.0,0.0,0.0,0.0,-0.9193789192388118,0.0476190684043059,-0.0367263930693065,0.0269779953113211,-0.0561097249093934,6.0,1.0
11,432.1977233886719,455.8600014415237,427.4154646178289,439.7696584465564,353885,411.1656982421875,0.0,0.0,0.0,0.0,-0.9569448645573272,-0.0165495440530234,0.0175196088459614,0.0547487336752408,-0.0110649790872274,6.0,0.0
12,434.93756103515625,444.2530322619141,428.6110395113709,433.9412546024519,180636,422.1549560546875,0.0,0.0,0.0,0.0,-0.9427933432826244,0.0063393153138394,-0.002290688415903,0.0214179506699465,-0.0145458155159746,6.0,1.0
13,436.2825622558594,443.2567069883504,431.4006670240873,440.4670612572973,267094,432.4766845703125,0.0,0.0,0.0,0.0,-0.9358462844254308,0.0030924007057518,0.009591258884612,0.0159853850138549,-0.0111897555715487,6.0,1.0
14,427.56488037109375,443.25670598363024,423.4302149414605,437.2788676550449,136444,434.0906982421875,400.9734802246094,0.0,0.0,0.0,-0.9808739380955862,-0.0199817334887043,0.0227193292290988,0.0367004549085443,-0.0096702643726132,6.0,0.0
15,431.8988342285156,435.68478647272735,423.4800327949896,434.3896002851968,63687,432.57631225585936,404.1350931803385,0.0,0.0,0.0,-0.9584886554144814,0.0101363653947918,0.0057670126874278,0.0087658311256486,-0.019492531042748,6.0,1.0
