date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,424.797119140625,454.498753790454,418.4781601035178,452.4088217335328,1366604.0,,,-1.3066549250040942,,0.0649997406968458,0.0699195764554998,-0.0148752398554176,Chemicals,2.0,,,,,,
2020-01-13,416.6341247558594,436.574530389361,407.6597101476629,420.4451775346825,1202136.0,,,-1.3538502577179763,-0.0192162187947026,0.0091472410740631,0.0478607114700131,-0.0215402773679551,Chemicals,2.0,,,,,,
2020-01-14,420.0763549804688,426.24779557411193,417.0520882682648,417.0520882682648,400802.0,,,-1.3339485901348882,0.0082619978059321,-0.0071993262090284,0.0146912353444175,-0.0071993262090284,Chemicals,2.0,,,,,,
2020-01-15,418.8224487304688,432.7389334276797,417.9864697880997,419.9534649400437,468378.0,,,-1.3411981997599065,-0.0029849484150525,0.0027004670189081,0.033227647513629,-0.001996022287972,Chemicals,2.0,,,,,,
2020-01-16,422.1663208007813,424.2316716461636,418.9945352182973,420.8385931134666,428956.0,,,-1.3218652016623478,0.0079839848137281,-0.0031450346034144,0.0048922681502985,-0.0075131184706246,Chemicals,2.0,420.4992736816406,,,,,
2020-01-17,422.781005859375,430.62440475947153,421.4286967391502,425.3626869070769,391274.0,,,-1.3183113261496162,0.001456025808567,0.0061064262867112,0.0185519188217868,-0.0031986042454201,Chemicals,2.0,420.0960510253906,,,,,
2020-01-20,424.8217468261719,429.0507739680085,423.5677635329188,424.895491128506,265122.0,,,-1.3065125370814066,0.0048269457201576,0.0001735888119784,0.009954827344484,-0.0029517869615233,Chemicals,2.0,421.7335754394532,,,,,
2020-01-21,425.2151489257813,427.72305553810713,420.5681172486253,424.1332956760471,155394.0,,,-1.3042380355803331,0.000926040398234,-0.0025442490759495,0.0058979709887139,-0.0109286597358908,Chemicals,2.0,422.7613342285157,,,,,
2020-01-22,423.2481689453125,428.2885937973641,419.9534462099594,427.3296777007666,132830.0,,,-1.3156103666446566,-0.0046258464343001,0.0096432992625219,0.0119089111823253,-0.007784375638442,Chemicals,2.0,423.6464782714844,,,,,
2020-01-23,426.862548828125,427.8214650111154,419.7321910779397,423.9858302931192,150118.0,,,-1.2947133951311087,0.0085396231998336,-0.0067392151007469,0.0022464284712326,-0.0167041071411873,Chemicals,2.0,424.5857238769531,422.54249877929686,,,,
2020-01-24,418.281494140625,429.0016413989004,413.7574294420082,428.80492988419394,290998.0,,,-1.3443257937097963,-0.0201026178357828,0.0251587409220428,0.025629025927385,-0.0108158375686968,Chemicals,2.0,423.6858215332031,421.89093627929685,,,,
2020-01-27,421.7975463867188,424.8709764828039,415.5277489907052,419.9043254531167,161436.0,,,-1.3239973152407336,0.0084059474190164,-0.0044884588585688,0.0072865053920141,-0.0148644709997085,Chemicals,2.0,423.0809814453125,422.4072784423828,,,,
2020-01-28,443.7294616699219,446.70456554559655,420.44517093429147,425.3626583136399,729730.0,,,-1.1971953121944987,0.0519963083500139,-0.0413918951587319,0.0067047697587585,-0.0524740697811743,Chemicals,2.0,426.7838439941406,424.7725891113281,,,,
2020-01-29,486.4133605957031,491.25707449984986,446.6554502216448,447.98317804741066,2682544.0,,,-0.9504132226358516,0.0961935201803945,-0.0790072511602633,0.009958019858284,-0.0817368797710806,Chemicals,2.0,439.4168823242188,431.5316802978516,,,,
2020-01-30,479.8976440429688,489.78178246668085,464.7025948102544,489.4621337556704,986704.0,,,-0.9880846206646862,-0.0133954308836309,0.0199302701970449,0.0205963470469279,-0.0316631044584869,Chemicals,2.0,450.0239013671875,437.3048126220703,431.7029663085938,,,
