date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-04-13,499.5075073242188,574.606558870491,495.1596735290166,573.1243407478672,22872176.0,,,-2.5578090984771613,-0.15070566535155,0.1473788328387735,0.1503461918892186,-0.0087042411404241,Financial Services,9.0,564.5274780273437,593.4208374023438,608.8951985677083,,,
2020-04-15,498.6675720214844,518.232869111187,496.04899273244416,503.95415596324005,8436630.0,,,-2.564540197147476,-0.0016815268848185,0.0106014191384553,0.0392351502031491,-0.0052511521421476,Financial Services,9.0,547.6104187011719,578.9642669677735,596.5499694824218,,,
2020-04-16,525.7921142578125,530.8316917072275,495.06081813495547,499.0133995172705,8012039.0,611.7237686157226,,-2.347168728671909,0.0543940367455044,-0.0509302327181946,0.0095847338002181,-0.0584476170134961,Financial Services,9.0,536.9483215332032,566.7310211181641,583.8753560384115,611.7237686157226,,
2020-04-17,524.2110595703125,542.2941057363369,516.7999701324665,539.5273110751943,6749997.0,604.2682052612305,,-2.3598390320513247,-0.0030069958156975,0.0292177191328935,0.0344957357077637,-0.0141376060320451,Financial Services,9.0,527.2644836425782,558.3466094970703,580.4563618977865,604.2682052612305,,
2020-04-20,533.6973266601562,542.3930547592994,522.234863709993,528.4107726942643,5766094.0,594.8412948608399,,-2.283817700900192,0.0180962742327861,-0.0099055282869315,0.0162933701646219,-0.0214774599338817,Financial Services,9.0,516.3751159667969,550.5847259521485,575.6078592936198,594.8412948608399,,
2020-04-21,519.6656494140625,528.5589573197572,511.8592772388667,522.6300853826274,3249266.0,586.7730850219726,,-2.396265176016421,-0.0262914512499117,0.00570450629536,0.01711351888608,-0.0150219130011723,Financial Services,9.0,520.4067443847656,542.4671112060547,569.0828063964843,586.7730850219726,,
2020-04-22,526.088623046875,529.3494907299392,513.9343866556967,520.7526138843281,2719250.0,578.8852157592773,,-2.3447925576629065,0.012359819510977,-0.0101427952036733,0.0061983238948957,-0.0231030207815297,Financial Services,9.0,525.8909545898438,536.7506866455078,561.2731628417969,578.8852157592773,,
2020-04-23,554.3001708984375,567.1954562294865,528.6577858584935,532.6103674350056,4983300.0,570.8046585083008,,-2.1187100110513097,0.0536250863745609,-0.0391300681511174,0.0232640832676411,-0.0462608283132612,Financial Services,9.0,531.5925659179687,534.2704437255859,555.0182027180989,570.8046585083008,595.6975280761719,
2020-04-24,551.2369384765625,589.3793906470512,545.5551018987065,551.088752839761,7823763.0,569.5917068481446,,-2.143258234723566,-0.0055263061111995,-0.0002688238513388,0.0691942965141303,-0.0103074307639082,Financial Services,9.0,536.9977416992188,532.1311126708985,551.2303202311198,569.5917068481446,590.8141125488281,
2020-04-27,546.14794921875,568.1835785506541,536.4146812948752,557.0175481127625,3304382.0,566.5778610229493,,-2.18404052916338,-0.0092319452899451,0.0199022973711815,0.0403473625844892,-0.0178216689045486,Financial Services,9.0,539.4878662109375,527.9314910888672,546.8857727050781,566.5778610229493,583.7706091308594,
2020-04-28,544.3693237304688,555.7823910118524,540.9602100460012,549.4088411342146,1975797.0,562.9192550659179,,-2.19829413133986,-0.0032566733809502,0.0092575337809466,0.0209656694157045,-0.0062625014596808,Financial Services,9.0,544.4286010742187,532.4176727294922,543.1209411621094,562.9192550659179,578.3041882324219,
2020-04-29,570.6539916992188,577.0769370603355,541.8989835148637,548.8160015960664,6121254.0,559.2902908325195,,-1.9876532724092453,0.0482846237341695,-0.0382683559929653,0.0112554112554112,-0.0503895681141773,Financial Services,9.0,553.3416748046875,539.6163146972656,542.281016031901,559.2902908325195,573.7765075683594,
2020-04-30,592.0473022460938,597.7291379286413,578.0650216157044,583.9938936322757,6038250.0,556.4864273071289,,-1.8162109199960168,0.0374891104908822,-0.0136026438821108,0.0095969285916714,-0.0236168302386375,Financial Services,9.0,560.8911010742188,546.2418334960937,543.1439961751302,556.4864273071289,568.8219470214843,589.8964569091797
2020-05-04,561.7113037109375,571.1480808741303,559.4879764064966,559.4879764064966,2066273.0,554.1692337036133,,-2.0593184530856607,-0.0512391466358656,-0.0039581316768106,0.0168000485317794,-0.0039581316768106,Financial Services,9.0,562.9859741210937,549.9918579101562,542.4160664876302,554.1692337036133,568.2705603027343,586.1760894775391
2020-05-05,546.4444580078125,577.3733998978305,544.0728846983227,570.9010589765167,2247743.0,550.9256484985351,,-2.181664358154377,-0.0271791676654267,0.0447558770343581,0.0566003395894552,-0.0043400079820297,Financial Services,9.0,563.0452758789063,551.2665710449219,539.6360860188802,550.9256484985351,565.8713439941406,580.3163869222005
2020-05-06,558.9444580078125,562.2547209043108,535.5747956592908,550.3969763509685,2355709.0,548.8307815551758,,-2.081491483999638,0.0228751519332295,-0.0152921842848372,0.0059223467539095,-0.0418103480832706,Financial Services,9.0,565.960302734375,555.1944519042969,543.5985493977864,548.8307815551758,563.5274645996094,576.2468739827474
2020-05-07,567.64013671875,572.1361862234693,552.2744878211842,556.3258598338743,2201860.0,548.050144958496,,-2.011805793663576,0.015557321637879,-0.0199321298001898,0.0079205983049555,-0.0270693488772431,Financial Services,9.0,565.3575317382813,559.3496032714844,548.1967203776042,548.050144958496,560.5037390136719,572.373344930013
2020-05-08,555.2882690429688,579.0531516872671,542.0964929668855,578.0650063772206,5124992.0,546.8594284057617,,-2.110791560564537,-0.0217600322401114,0.0410178615397498,0.0427973792517835,-0.0237566266235356,Financial Services,9.0,558.0057250976563,559.4484130859375,550.1631306966145,546.8594284057617,556.7902868652344,567.019243367513
2020-05-11,541.9977416992188,554.3495589667488,536.5629421015055,545.4562505341272,2746613.0,545.3278030395508,,-2.217299586408984,-0.0239344644659179,0.0063810391978122,0.022789425706472,-0.0100273473108477,Financial Services,9.0,554.0630126953125,558.5244934082032,551.3489095052083,545.3278030395508,554.1479895019531,565.9026357014974
2020-05-12,536.6617431640625,541.8495065193666,523.9147036779947,535.5748073475947,2114725.0,542.7536819458007,,-2.260061371189149,-0.0098450567679993,-0.0020253648230249,0.0096667284772675,-0.0237524654001113,Financial Services,9.0,552.1064697265625,557.5758728027344,551.5465372721354,542.7536819458007,551.1618127441407,563.5771982828776
2020-05-13,541.8001098632812,563.7863449769866,538.7862784605782,563.2428770702055,2376104.0,544.868312072754,,-2.2188833743314107,0.0095746841742879,0.0395768971186349,0.0405799753699818,-0.0055626260457267,Financial Services,9.0,548.6776000976563,557.3189514160156,553.02216796875,544.868312072754,548.8001452636719,561.0524871826171
2020-05-14,532.2645263671875,539.2803343523044,530.7328527981657,536.562934591482,1456710.0,546.5481597900391,,-2.295299918775106,-0.0175998183139903,0.0080756992272845,0.0131810549784356,-0.002877654799721,Financial Services,9.0,541.6024780273438,553.4800048828125,553.4338948567708,546.5481597900391,546.7606115722656,557.3535288492839
2020-05-15,534.0465698242188,538.5509823158148,529.8886273612866,536.5710154690655,1044610.0,546.9608825683594,,-2.281018925578349,0.0033480409998277,0.0047270140611102,0.0084344938177933,-0.0077857301176951,Financial Services,9.0,537.3541381835937,547.679931640625,552.0836547851562,546.9608825683594,544.9583703613281,553.5509287516276
2020-05-18,523.6021728515625,534.590962919846,520.7311972145167,534.590962919846,1212869.0,546.9304382324219,,-2.364718546663472,-0.0195570902666672,0.0209869069267569,0.0209869069267569,-0.0054831239935662,Financial Services,9.0,533.6750244140625,543.8690185546875,550.2413370768229,546.9304382324219,542.9972473144531,550.7358286539713
2020-05-19,532.2645263671875,534.5909628694208,523.849668618317,529.6410465465558,1329747.0,546.8587982177735,,-2.295299918775106,0.0165437692293166,-0.0049289022481687,0.0043708276373624,-0.0158095408054029,Financial Services,9.0,532.7955810546875,542.451025390625,549.3157755533854,546.8587982177735,540.7620617675781,548.1007741292318
2020-05-20,531.37353515625,542.5108472578015,529.2450468962171,531.6210309807288,1142401.0,547.4441925048828,,-2.3024401708108044,-0.001673963164554,0.0004657661853748,0.0209594783418722,-0.0040056346792035,Financial Services,9.0,530.7102661132812,539.6939331054688,548.4493896484375,547.4441925048828,542.0367028808594,545.7851654052735
2020-05-21,536.9174194335938,541.3228572103096,530.7795713029268,533.997017033009,1181440.0,547.9856323242187,,-2.258012425047381,0.0104331207908455,-0.0054392021843239,0.0082050565268738,-0.0114316427601509,Financial Services,9.0,531.6408447265625,536.6216613769532,546.2002848307292,547.9856323242187,543.5666967773437,544.2406504313151
2020-05-22,504.4459838867188,540.8278705552532,490.0417388006685,535.9769885870536,5257005.0,545.4929229736329,,-2.5182329871802462,-0.0604775229329118,0.0625062062292394,0.0721224627227967,-0.0285545837337561,Financial Services,9.0,525.7207275390625,531.5374328613282,540.3601969401042,545.4929229736329,542.7128515625,541.7520965576172
2020-05-26,493.7541809082031,512.8113598204495,491.5267184379405,509.8414098600995,4517594.0,542.6187850952149,,-2.6039152779205748,-0.0211951394599994,0.0325814536340851,0.03859649122807,-0.0045112781954887,Financial Services,9.0,519.7511291503906,526.7130767822266,535.8297220865885,542.6187850952149,541.4945764160157,539.1228942871094
2020-05-27,512.266845703125,515.8802483177453,491.0316928683173,496.5756051204991,3008219.0,540.9247299194336,,-2.455557930658929,0.0374936871640661,-0.0306309899112999,0.0070537506866381,-0.0414533031230254,Financial Services,9.0,515.7515930175781,524.2735870361328,533.5512145996094,540.9247299194336,540.6373571777344,536.5936503092448
2020-05-28,526.9681396484375,532.3635611394437,512.9599111140121,514.7913561924886,2381056.0,540.054670715332,,-2.3377442611952803,0.0286985075622722,-0.0231072479335706,0.0102386104302354,-0.0265826858978055,Financial Services,9.0,514.8705139160156,522.7903900146484,531.4194600423177,540.054670715332,540.9294567871094,537.5090047200521
2020-05-29,533.4524536132812,536.2244550705998,518.9492351593428,522.7111594494115,1540576.0,538.1945938110351,,-2.285780071852872,0.0123049449804872,-0.0201354292985527,0.0051963421267307,-0.0271874622671663,Financial Services,9.0,514.1775207519531,522.9091827392579,529.1402811686198,538.1945938110351,541.2240100097656,538.668500773112
2020-06-01,542.3128051757812,551.8166805058099,538.550880959716,538.550880959716,1938989.0,535.7078689575195,568.2210217285157,-2.214774721289908,0.0166094494504344,-0.0069368161329804,0.0175247112723959,-0.0069368161329804,Financial Services,9.0,521.7508850097656,523.735806274414,528.2752502441406,535.7078689575195,540.7445153808594,539.2191904703776
2020-06-02,564.3399658203125,567.2604286283744,547.2132668836543,548.9457376517166,2740833.0,535.8393020629883,566.0413745117188,-2.0382528019914403,0.0406170764073909,-0.0272782880904405,0.0051750061752524,-0.0303481943047629,Financial Services,9.0,535.8680419921875,527.8095855712891,529.7647318522136,535.8393020629883,541.2686364746094,540.5568206787109
2020-06-03,605.1768188476562,619.7295863956997,571.2204015180811,572.2103848829304,9382240.0,538.7759201049805,563.7002001953125,-1.7109932068567475,0.0723621495918407,-0.0544740527694016,0.0240471331597829,-0.0561099108095929,Financial Services,9.0,554.4500366210938,535.1008148193359,534.3324035644531,538.7759201049805,543.6297912597656,542.9394704182943
2020-06-04,606.2658081054688,628.3424240118476,600.9198740188181,608.8397405627234,4581283.0,541.1419876098632,562.2049194335938,-1.7022662321464503,0.0017994563306077,0.0042455510814602,0.0364140870410727,-0.0088178056805747,Financial Services,9.0,570.3095703125,542.5900421142578,538.630116780599,541.1419876098632,546.1056506347657,545.8261423746745
2020-06-05,619.7295532226562,625.6694530937999,608.8892238730618,611.8096867277981,2893988.0,543.7464584350586,560.9225903320313,-1.5943700685244102,0.0222076602988062,-0.0127795527156548,0.0095846645367412,-0.0174920322796026,Financial Services,9.0,587.564990234375,550.8712554931641,544.4611185709635,543.7464584350586,548.0686730957032,548.9475067138671
2020-06-08,608.6912231445312,633.0943362728023,605.0778202629227,628.5404371477823,2619002.0,546.4166061401368,558.7781884765625,-1.682829368507969,-0.0178115276586771,0.0326096602817911,0.0400911204242493,-0.0059363479284972,Financial Services,9.0,600.840673828125,561.2957794189454,549.4374287923177,546.4166061401368,548.7344299316406,550.760541788737
2020-06-09,605.5233154296875,620.4720392337341,601.1178776176225,611.8096852755448,2338078.0,549.5928848266601,559.3787353515625,-1.7082164421761985,-0.0052044576862438,0.0103817139417603,0.0246872802799325,-0.0072754222666699,Financial Services,9.0,609.07734375,572.4726928710937,554.898838297526,549.5928848266601,550.4869104003906,552.5700876871745
2020-06-10,592.406005859375,611.8096535500244,587.6045508029732,605.8697540009952,2051355.0,552.3800979614258,559.0983581542969,-1.813336330243052,-0.0216627654725471,0.0227272310011255,0.03275396855996,-0.0081050073917405,Financial Services,9.0,606.5231811523438,580.4866088867187,558.9082702636719,552.3800979614258,552.3253723144531,554.1120229085286
2020-06-11,585.129638671875,602.6028687222031,584.090168253808,589.485589519893,1353850.0,554.5465744018554,558.4501220703125,-1.87164789940922,-0.0122827370342819,0.0074444201081749,0.0298621517275876,-0.001776478833693,Financial Services,9.0,602.295947265625,586.3027587890625,562.4920104980469,554.5465744018554,553.3727795410156,555.4707000732421
2020-06-12,584.5357055664062,588.5451262170205,546.9658237761208,546.9658237761208,2363435.0,557.1601333618164,557.2761706542968,-1.876407578307656,-0.001015045327078,-0.0642730314547351,0.0068591543894298,-0.0642730314547351,Financial Services,9.0,595.257177734375,591.411083984375,565.666562906901,557.1601333618164,554.0486022949219,555.9334238688151
2020-06-15,586.6145629882812,592.9999670386459,577.5067049990914,579.1402015318995,1081666.0,559.7885330200195,556.0459704589844,-1.859747968475086,0.0035564250431213,-0.012741520459885,0.0108851781957759,-0.0155261368602807,Financial Services,9.0,590.841845703125,595.841259765625,571.1444681803385,559.7885330200195,555.3016540527344,555.7523325602214
2020-06-16,579.8827514648438,603.3948561977332,571.2203970895687,596.4154856144122,1533797.0,562.6025619506836,555.4825219726563,-1.913695561160744,-0.0114756979253036,0.0285104775194728,0.0405463081519419,-0.0149381135296627,Financial Services,9.0,585.7137329101563,597.3955383300781,576.8863728841146,562.6025619506836,556.8170544433593,556.3580474853516
2020-06-17,573.6953125,579.0412463977277,569.2898748058816,574.1903041415013,1143106.0,564.6741012573242,554.7301049804687,-1.9632806447419773,-0.0106701552153666,0.000862812769629,0.0093184200415228,-0.0076790547144629,Financial Services,9.0,581.9715942382812,594.2473876953125,580.9816040039062,564.6741012573242,558.2983972167968,557.2664093017578
2020-06-18,582.01123046875,584.535675904086,571.4183966330113,572.2103712212242,1240429.0,567.2059860229492,554.3534936523438,-1.8966382924088,0.0144953563111952,-0.0168396393994531,0.0043374514153324,-0.0182003942212717,Financial Services,9.0,581.3479125976562,591.8219299316406,584.6511433919271,567.2059860229492,559.9068420410156,558.0353017171224
2020-06-19,610.7702026367188,616.4626065522285,581.2191651862795,586.7631078626122,4045585.0,570.8986251831054,554.9038403320312,-1.6661687804246743,0.0494130880340682,-0.0393062639114792,0.0093200419583918,-0.0483832336988057,Financial Services,9.0,586.5948120117188,590.9259948730469,589.8056599934896,570.8986251831054,563.0470690917969,559.4729705810547
2020-06-22,651.3099975585938,662.0512915396686,614.185626070388,616.5120625141362,6535761.0,578.2418258666992,556.34798828125,-1.3412897584272427,0.0663748734742839,-0.0534276077058482,0.0164918303439807,-0.0569995418884475,Financial Services,9.0,599.5338989257813,595.1878723144531,597.0721394856771,578.2418258666992,567.7376062011718,562.6736948649088
2020-06-23,673.13916015625,680.11853037005,656.3589310558126,658.2894105848515,3797034.0,587.2110748291016,558.3581665039062,-1.1663545618033748,0.0335157800117945,-0.022060445224954,0.010368391302892,-0.0249283210570342,Financial Services,9.0,618.1851806640625,601.9494567871094,604.3254191080729,587.2110748291016,573.7190856933594,567.0450754801433
2020-06-24,657.7943725585938,688.5333399195634,654.3789183132012,677.891020143668,3224392.0,594.487451171875,559.7511706542969,-1.289325079959472,-0.0227958622910816,0.0305515650839414,0.0467303592783951,-0.0051922825549686,Financial Services,9.0,635.0049926757813,608.4882934570312,607.8332560221354,594.487451171875,578.7402795410156,571.0828297932943
2020-06-25,647.5480346679688,661.3088263315061,640.420203441746,643.4891274183817,1614042.0,600.5164459228515,562.7119812011719,-1.3714374892446326,-0.0155768098939038,-0.0062681176256959,0.0212506114246693,-0.0110074169708159,Financial Services,9.0,648.112353515625,614.7301330566406,610.5854044596355,600.5164459228515,583.3872595214843,574.6077606201172
2020-06-26,645.61767578125,656.8539628066943,641.707229403973,651.2605326238283,1001664.0,606.12470703125,565.6509832763672,-1.3869070570712534,-0.0029810280988784,0.0087402452786782,0.0174039333911475,-0.0060569072439738,Financial Services,9.0,655.0818481445312,620.838330078125,612.311279296875,606.12470703125,587.7352697753906,578.3861989339192
2020-06-29,630.1738891601562,641.4102364334062,623.3430403015711,638.539260549791,1137562.0,610.5177612304688,567.738618774414,-1.5106709365646502,-0.0239209476450679,0.0132747032740176,0.0178305503711442,-0.0108396253416477,Financial Services,9.0,650.8546264648437,625.1942626953125,613.74345703125,610.5177612304688,592.7643859863281,581.5904429117838
2020-06-30,623.93701171875,641.4597292496353,621.1155833164315,633.5893494644982,1499574.0,613.4976135253906,569.7331378173828,-1.5606522116891717,-0.0098970737262983,0.0154700515668386,0.0280841129821995,-0.0045219763362752,Financial Services,9.0,641.0141967773437,629.5996887207032,614.9710367838542,613.4976135253906,597.97169921875,584.9349375406902
2020-07-01,643.1427001953125,647.2016077147157,620.0760400631613,628.2929501139041,1343198.0,615.3959075927735,571.9220452880859,-1.4067410905037467,0.0307814540824511,-0.0230893549392673,0.006311052769736,-0.0358655398329892,Financial Services,9.0,638.0838623046875,636.5444274902344,618.3534830729167,615.3959075927735,603.2067333984374,588.6308766682943
2020-07-02,647.6470947265625,651.9040108829545,634.5793029247893,647.4490859794263,1395016.0,617.4649719238281,574.4816741943359,-1.370643638781971,0.00700372488078,-0.000305735559919,0.0065728946999896,-0.0201773340885446,Financial Services,9.0,638.1036743164062,643.1080139160156,622.5213134765625,617.4649719238281,608.0338916015625,592.5066619873047
2020-07-03,668.0902709960938,670.2682465532745,647.6471501114934,654.7254951425919,2461518.0,619.8830078125,577.3217071533203,-1.2068155008802994,0.0315653022085467,-0.0200044461560195,0.0032600019065289,-0.030599339299045,Financial Services,9.0,642.598193359375,648.8400207519531,628.0916178385417,619.8830078125,613.419404296875,596.8790903727214
2020-07-06,691.80029296875,697.8392271349065,670.2186698929937,672.09966226457,2844630.0,624.038461303711,580.0717095947266,-1.016807417098461,0.035489248986227,-0.0284773379028763,0.0087293027012773,-0.0311963196533817,Financial Services,9.0,654.9234741210937,652.8890502929687,635.1039998372396,624.038461303711,619.3989038085938,603.124234008789
2020-07-07,696.7997436523438,718.7278986128712,691.2063740840779,697.9382486529947,4554530.0,628.6022827148438,582.9829656982422,-0.976742669564824,0.0072267253055638,0.0016339055962957,0.0314698091672491,-0.0080272267882127,Financial Services,9.0,669.4960205078125,655.2551086425781,642.8984659830729,628.6022827148438,624.697294921875,609.8924194335938
2020-07-08,688.48388671875,713.7779475319708,684.1279361010522,702.8881314115107,2209024.0,633.4061767578125,585.8296844482422,-1.04338453277264,-0.0119343570507149,0.0209216874506823,0.0367387840168198,-0.0063268737318716,Financial Services,9.0,678.5642578125,658.3240600585938,650.5510375976562,633.4061767578125,628.0295776367187,615.7663208007813
2020-07-09,691.1568603515625,697.7897000773053,686.256430965221,694.9682718610586,1549853.0,638.7075378417969,588.7654351806641,-1.021963776665547,0.0038824055063244,0.0055145390694051,0.009596721245549,-0.0070901841064686,Financial Services,9.0,687.2662109375,662.6849426269531,657.8274129231771,638.7075378417969,631.4252197265625,621.2392781575521
2020-07-10,696.1067504882812,702.8881116210274,683.1874206610095,686.6028749782907,1952538.0,644.2860900878907,591.2744903564453,-0.9822961989259223,0.0071617463714401,-0.0136528995061806,0.0097418407851803,-0.0185594089099259,Financial Services,9.0,692.8695068359375,667.7338500976563,663.5165161132812,644.2860900878907,634.4803076171875,626.6610880533855
2020-07-13,691.2063598632812,701.3536888015939,686.1574087226297,698.9282176047521,1082191.0,649.5156799316406,593.257671508789,-1.0215670959968972,-0.0070397113970847,0.0111715663944387,0.0146806070191827,-0.0073045496017284,Financial Services,9.0,692.7507202148438,673.8370971679688,666.1762736002604,649.5156799316406,637.7809130859375,631.6242065429688
2020-07-14,684.4249877929688,688.4839559182869,678.1386174792829,685.0685011615528,1399402.0,654.7427917480469,595.7119451904297,-1.075911858476567,-0.0098109225610334,0.0009402248311523,0.0059304791579963,-0.0091848930500875,Financial Services,9.0,690.2757690429687,679.8858947753906,666.928662109375,654.7427917480469,640.9369799804688,635.627040608724
2020-07-15,685.2664794921875,697.839279985027,683.8309915655623,688.0384207572433,1068015.0,660.3213500976562,598.4883856201172,-1.0691682871095194,0.0012294871084883,0.0040450559716709,0.0183473157802152,-0.0020947878957817,Financial Services,9.0,689.6322875976563,684.0982727050781,668.7601359049479,660.3213500976562,644.6513989257812,638.2966959635417
2020-07-16,712.6890258789062,716.0549329581689,678.8315837921191,689.0284000413062,3365778.0,666.8552398681641,601.5632769775391,-0.8494086640535785,0.0400173468386197,-0.0331990882116097,0.0047228271476633,-0.0475066134840974,Financial Services,9.0,693.938720703125,690.6024658203125,673.1028686523438,666.8552398681641,649.7537744140625,641.8441365559896
2020-07-17,748.3778686523438,752.3872888304334,712.83744491834,714.7679243889116,6690584.0,673.7356231689453,605.1780316162109,-0.563404347583834,0.0500763186712817,-0.0449103930932055,0.0053574809545204,-0.0474899448830626,Financial Services,9.0,704.3929443359375,698.6312255859375,679.9535481770833,673.7356231689453,656.3074609375,646.1324137369792
2020-07-20,743.4774780273438,761.0991691501586,724.0242814966607,748.7243775718073,6764802.0,678.3439971923829,608.9418157958985,-0.6026752446548088,-0.0065480164904187,0.0070572407363098,0.0237017147709304,-0.0261651456911619,Financial Services,9.0,714.84716796875,703.7989440917969,687.5071207682291,678.3439971923829,662.5819775390624,650.6252888997395
2020-07-21,769.3160400390625,790.4522208961579,758.030266060447,777.1369327032991,10761840.0,683.1528411865235,613.4881817626953,-0.3956094029956638,0.0347536580129848,0.0101660335378415,0.0274739895661375,-0.0146698799859189,Financial Services,9.0,731.8253784179688,711.0505737304687,697.1990559895834,683.1528411865235,670.1593090820312,656.0850463867188
2020-07-22,746.6453857421875,774.0183865889891,742.4874439711922,770.2069752127834,3466851.0,687.5953918457031,617.6878546142578,-0.5772881709865793,-0.0294685839329749,0.0315565995859934,0.0366613138840896,-0.0055688307332967,Financial Services,9.0,744.1011596679688,716.8667236328125,704.0992350260417,687.5953918457031,677.0773120117187,661.2263590494791
2020-07-23,736.5970458984375,758.3271909349195,733.6765831436311,745.4574083211415,2255744.0,692.0478424072265,621.5837933349609,-0.6578138575971405,-0.01345798157416,0.0120287781115073,0.0295007224879342,-0.0039648037839253,Financial Services,9.0,748.882763671875,721.4107421875,710.0292317708333,692.0478424072265,683.2607446289062,666.2752726236979
2020-07-24,733.379638671875,743.4774807211542,727.6377474434731,732.5876640927485,1742826.0,696.4359405517578,625.6060955810547,-0.6835976119340198,-0.0043679339259882,-0.0010798971465321,0.0137689151931814,-0.0078293573009474,Financial Services,9.0,745.8831176757812,725.1380310058594,714.3818562825521,696.4359405517578,688.1651220703125,671.2367370605468
