date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,410.7792053222656,419.1726078275393,408.96103508783096,415.3868661926218,605170.0,,,-1.2557316578669642,,0.0112168795563576,0.0204328807216247,-0.0044261496465194,Financial Services,9.0,,,,,,
2020-01-13,417.6782531738281,419.919818038804,411.05318976464457,413.4441862066516,465756.0,,,-1.2035870548142076,0.016795027017373,-0.0101371496720333,0.0053667262969587,-0.015861643163946,Financial Services,9.0,,,,,,
2020-01-14,422.211181640625,423.4066950585285,416.931063251751,418.9235653461441,661510.0,,,-1.169326130603611,0.0108526801008966,-0.007786663256302,0.0028315531892308,-0.0125058705654277,Financial Services,9.0,,,,,,
2020-01-15,427.1177062988281,430.85364746348665,420.4428125900381,423.43156552176487,1044188.0,,,-1.1322414797684062,0.0116210201708476,-0.008630269180375,0.0087468655819309,-0.0156277616459198,Financial Services,9.0,,,,,,
2020-01-16,437.0802307128906,440.6916406263716,428.08907142272,428.08907142272,1185078.0,,,-1.0569424106574374,0.0233250091652541,-0.020570958506876,0.0082625789493855,-0.020570958506876,Financial Services,9.0,422.9733154296875,,,,,
2020-01-17,437.2296752929688,442.5845246343523,431.1525378667648,439.8448342736445,707678.0,,,-1.055812873875808,0.0003419156703435,0.0059812019367702,0.0122472230133865,-0.0138991879316791,Financial Services,9.0,428.26340942382814,,,,,
2020-01-20,441.2893676757813,444.32792089281776,435.85978787131785,440.3429171179943,896644.0,,,-1.0251287776972156,0.009285033958622,-0.0021447390921105,0.0068856252599971,-0.0123038989882315,Financial Services,9.0,432.9856323242187,,,,,
2020-01-21,442.509765625,444.3279358196094,436.1088652579238,440.34293191091336,511040.0,,,-1.015904727074926,0.002765527652856,-0.0048966912877644,0.0041087685195861,-0.0144649923330744,Financial Services,9.0,437.04534912109375,,,,,
2020-01-22,441.86224365234375,448.01411216672415,439.4712471979252,444.40270208773865,511670.0,,,-1.0207988482578152,-0.0014632941981329,0.0057494354222167,0.0139225937557603,-0.0054111807215188,Financial Services,9.0,439.9942565917969,,,,,
2020-01-23,485.4482116699219,502.1105161280181,453.792341460937,453.792341460937,9957038.0,,,-0.6913659975446524,0.0986415305759219,-0.0652095722015124,0.0343235468944844,-0.0652095722015124,Financial Services,9.0,449.6678527832031,436.3205841064453,,,,
2020-01-24,533.3429565429688,546.8920068303959,484.1779932766127,488.1629973365025,8376792.0,,,-0.3293664124638714,0.0986608740575867,-0.0847108950295593,0.0254040109111959,-0.0921826428252364,Financial Services,9.0,468.8905090332031,448.5769592285157,,,,
2020-01-27,509.1091613769531,550.4286776974054,497.6273746784688,537.9755401929393,5438232.0,,,-0.512531054394497,-0.0454375460830956,0.0566997826908344,0.0811604258086775,-0.0225527010109782,Financial Services,9.0,482.4544677734375,457.7200500488281,,,,
2020-01-28,519.9434204101562,523.0317741827968,500.6161267178197,503.0071230334504,1658978.0,,,-0.4306432129397997,0.0212808172689339,-0.0325733468525204,0.0059397881604199,-0.0371719170464552,Financial Services,9.0,497.9411987304687,467.4932739257813,,,,
2020-01-29,521.363037109375,532.4961292404606,514.5636122594909,528.0129999952181,568136.0,,,-0.4199134208205783,0.0027303291925473,0.0127549565514135,0.0213538193900577,-0.0130416319645184,Financial Services,9.0,513.841357421875,476.9178070068359,,,,
2020-01-30,521.8612060546875,536.4064467172983,510.08052550647847,522.0106072248423,1204270.0,,,-0.4161481444425275,0.0009555125888373,0.0002862852582667,0.0278718565278572,-0.0225743558086486,Financial Services,9.0,521.1239562988281,485.3959045410156,464.5883748372396,,,
2020-01-31,530.1798706054688,534.9369935143915,518.050526685212,525.5224092816334,843678.0,,,-0.3532737492705496,0.015940377353724,-0.0087846815431082,0.008972658474359,-0.0228777903363341,Financial Services,9.0,520.4913391113281,494.6909240722656,472.5484191894531,,,
2020-02-03,520.0181274414062,528.0130665930155,493.6424047110174,517.0543048335379,821850.0,,,-0.4300785598784503,-0.0191665955790772,-0.0056994601754576,0.0153743470269891,-0.0507207755625034,Financial Services,9.0,522.6731323242187,502.5638000488281,479.3710774739584,,,
2020-02-04,523.9284057617188,528.7103982228292,520.0430026835041,523.9284057617188,521236.0,,,-0.4005237698225564,0.0075195038672052,0.0,0.0091271868608806,-0.007415904607359,Financial Services,9.0,523.4701293945312,510.7056640625,486.1522257486979,,,
2020-02-05,545.7711791992188,569.2328764957972,523.4551339910929,528.0129941680551,2543364.0,,,-0.2354310244212072,0.0416903782984311,-0.032537784529442,0.0429881572914907,-0.0408890136721198,Financial Services,9.0,528.3517578125,521.0965576171875,494.0624572753906,,,
2020-02-06,544.7251586914062,555.0612626995943,537.9755339201519,550.4286712794146,979448.0,481.67241821289065,,-0.2433370899158207,-0.001916591692048,0.0104704409131937,0.0189748974198631,-0.0123908812794125,Financial Services,9.0,532.9245483398438,527.0242523193359,501.23878580729166,481.67241821289065,,
2020-02-07,561.9354248046875,571.6488730990197,538.2495912169288,541.4126763207378,1316716.0,489.2302291870117,,-0.1132579088146039,0.031594402862951,-0.0365215424727545,0.0172857019962895,-0.0421504545579969,Financial Services,9.0,539.2756591796875,529.8834991455078,509.5525024414063,489.2302291870117,,
2020-02-10,560.7647705078125,566.8668077618394,548.4361646272276,562.8818038408423,853378.0,496.3845550537109,,-0.122105985380521,-0.002083254134195,0.003775260937153,0.0108816344659117,-0.0219853431045969,Financial Services,9.0,547.4249877929688,535.0490600585938,517.517529296875,496.3845550537109,,
2020-02-11,579.2701416015625,586.7918243018904,556.4061695629979,564.3761773633631,1712572.0,504.2375030517578,,0.0177618994043346,0.0330002383655308,-0.0257116035655154,0.0129847581640096,-0.0394703099582354,Financial Services,9.0,558.4933349609375,540.9817321777343,526.6348876953125,504.2375030517578,,
2020-02-12,573.616455078125,585.2974739592885,563.8780770399273,577.8255913129997,854024.0,511.5624404907227,,-0.0249699740211554,-0.0097600171619518,0.0073378931123957,0.0203638141440216,-0.0169771594799722,Financial Services,9.0,564.0623901367187,546.2070739746093,535.4185017903645,511.5624404907227,,
2020-02-13,571.97265625,576.8293803069888,548.4362242815154,565.3974233876899,1096040.0,518.3070617675781,,-0.0373941866422857,-0.002865675859841,-0.0114957118849335,0.008491182233834,-0.0411495754408882,Financial Services,9.0,569.5118896484375,551.2182189941407,541.1867980957031,518.3070617675781,499.2403125,
2020-02-14,570.8767700195312,580.3909551819518,564.5505395037479,577.825596621889,511546.0,524.9894165039062,,-0.0456771488289927,-0.0019159766091855,0.0121722006697171,0.0166659175185828,-0.0110816043812167,Financial Services,9.0,571.3001586914063,555.2879089355469,543.689052327474,524.9894165039062,505.6442150878906,
2020-02-17,567.9876098632812,585.9948591186574,562.3836979045336,577.676126660537,960400.0,531.3243286132813,,-0.0675140910773895,-0.0050609173607662,0.0170576199709493,0.0317035951888291,-0.0098662573996931,Financial Services,9.0,572.7447265625,560.0848571777344,547.6142822265625,531.3243286132813,511.6565893554687,
2020-02-18,572.4209594726562,577.3274837348469,562.8818435033452,567.8132983643324,1025902.0,537.8198883056641,,-0.0340058069563284,0.007805363237487,-0.0080494276669546,0.0085715314594887,-0.0166645120369089,Financial Services,9.0,571.3748901367187,564.9341125488281,551.1127848307292,537.8198883056641,517.66498046875,
