date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,20.39999961853028,21.200000762939453,20.25,20.450000762939453,1468824.0,,,-1.1204804284325562,,0.0024510365364791,0.0392157431063135,-0.0073529226144701,Services,18.0,,,,,,
2020-01-13,20.64999961853028,20.950000762939453,20.25,20.450000762939453,1277401.0,,,-1.1092676757618054,0.0122549021899448,-0.0096851747837976,0.0145279007240257,-0.0193704419331481,Services,18.0,,,,,,
2020-01-14,20.350000381469727,20.799999237060547,20.200000762939453,20.64999961853028,610623.0,,,-1.1227229447481009,-0.0145278083584729,0.0147419769747876,0.0221129654621814,-0.0073709884873938,Services,18.0,,,,,,
2020-01-15,20.799999237060547,21.200000762939453,20.200000762939453,20.39999961853028,1460806.0,,,-1.102540041268658,0.0221129654621814,-0.0192307515962583,0.0192308432957151,-0.028846081544659,Services,18.0,,,,,,
2020-01-16,23.350000381469727,24.350000381469727,21.200000762939453,21.39999961853028,14362138.0,,,-0.9881699126990916,0.1225962133626282,-0.0835118086116585,0.0428265517628678,-0.0920770699531331,Services,18.0,21.109999847412112,,,,,
2020-01-17,22.549999237060547,23.5,22.299999237060547,23.450000762939453,1695228.0,,,-1.0240507725734025,-0.0342612904213933,0.0399113772207924,0.0421286383627961,-0.0110864748761999,Services,18.0,21.539999771118165,,,,,
2020-01-20,22.600000381469727,23.39999961853028,22.299999237060547,22.89999961853028,1408851.0,,,-1.0218081707113438,0.0022173457250944,0.0132743023007435,0.0353981957326197,-0.0132743866966992,Services,18.0,21.929999923706056,,,,,
2020-01-21,22.14999961853028,22.75,22.049999237060547,22.549999237060547,790875.0,,,-1.0419911597373008,-0.0199115378470709,0.0180586738338199,0.0270880538060045,-0.0045146899860922,Services,18.0,22.289999771118165,,,,,
2020-01-22,21.799999237060547,22.5,21.450000762939453,22.299999237060547,1170772.0,,,-1.0576890305856548,-0.0158013718960483,0.0229357806192023,0.0321101278641071,-0.016054976438994,Services,18.0,22.489999771118164,,,,,
2020-01-23,22.14999961853028,22.700000762939453,21.25,21.64999961853028,1613646.0,,,-1.0419911597373008,0.0160550639320535,-0.0225733638199121,0.0248307518682329,-0.0406320376537321,Services,18.0,22.249999618530275,21.679999732971197,,,,
2020-01-24,22.200000762939453,23.14999961853028,22.0,22.299999237060547,1504995.0,,,-1.0397485578752423,0.0022573880483207,0.0045044356164181,0.042792739772187,-0.0090090430660404,Services,18.0,22.179999923706056,21.859999847412112,,,,
2020-01-27,21.700000762939453,22.450000762939453,21.600000381469727,22.299999237060547,891051.0,,,-1.0621740632167438,-0.022522521748499,0.0276496982961311,0.0345622107664114,-0.0046083123481043,Services,18.0,22.000000000000004,21.964999961853028,,,,
2020-01-28,21.049999237060547,21.89999961853028,20.89999961853028,21.64999961853028,850921.0,,,-1.091327288597907,-0.0299539863145543,0.0285035821005337,0.0403800670915568,-0.0071258728725359,Services,18.0,21.77999992370605,22.03499984741211,,,,
2020-01-29,21.350000381469727,21.700000762939453,21.100000381469727,21.299999237060547,736206.0,,,-1.0778719340650975,0.0142518363554616,-0.0023419739351656,0.0163934601974762,-0.0117096016643157,Services,18.0,21.69000015258789,22.089999961853028,,,,
2020-01-30,20.850000381469727,21.5,20.700000762939453,21.5,630812.0,,,-1.1002974394065994,-0.0234192033286315,0.0311750410857525,0.0311750410857525,-0.0071942261767814,Services,18.0,21.43000030517578,21.839999961853028,21.59666659037272,,,
2020-01-31,20.299999237060547,21.14999961853028,20.14999961853028,21.0,745756.0,,,-1.1249655466101594,-0.0263789512875975,0.0344827974998886,0.0418719415475608,-0.0073891440476721,Services,18.0,21.05,21.614999961853027,21.58999989827474,,,
2020-02-03,19.14999961853028,19.450000762939453,18.799999237060547,19.39999961853028,767700.0,,,-1.1765441917863102,-0.0566502296429048,0.0130548305472597,0.0156658564169833,-0.0182767826862541,Services,18.0,20.539999771118165,21.26999988555908,21.489999898274743,,,
2020-02-04,19.350000381469727,20.049999237060547,19.200000762939453,19.299999237060547,703854.0,,,-1.167573955431104,0.0104439042779888,-0.0025840384198163,0.036175650738548,-0.0077519181174755,Services,18.0,20.2,20.989999961853027,21.42333323160808,,,
2020-02-05,19.850000381469727,20.25,19.299999237060547,19.549999237060547,960808.0,,,-1.1451484500896023,0.0258397927722429,-0.0151134074883563,0.0201511138963845,-0.0277078656846079,Services,18.0,19.9,20.795000076293945,21.359999974568687,,,
2020-02-06,20.14999961853028,20.850000381469727,20.049999237060547,20.100000381469727,802088.0,21.13749990463257,,-1.131693181103307,0.0151133114002657,-0.0024813517621393,0.0347394926149635,-0.0049627981817808,Services,18.0,19.75999984741211,20.595000076293942,21.146666590372725,21.13749990463257,,
2020-02-07,19.89999961853028,20.700000762939453,19.0,20.299999237060547,1043699.0,21.112499904632568,,-1.142905933774058,-0.0124069481257009,0.0201004837285427,0.0402010633037521,-0.0452261123508876,Services,18.0,19.67999992370606,20.36499996185303,20.96999994913737,21.11249990463257,,
2020-02-10,19.450000762939453,20.100000381469727,19.14999961853028,20.049999237060547,626030.0,21.052499961853027,,-1.1630888372535009,-0.0226130082521104,0.030848249387442,0.0334190022125242,-0.0154242227579142,Services,18.0,19.740000152587896,20.13999996185303,20.75999997456869,21.05249996185303,,
2020-02-11,19.5,20.200000762939453,19.25,19.5,921070.0,21.00999994277954,,-1.1608463209379565,0.002570654760889,0.0,0.035897475022536,-0.0128205128205127,Services,18.0,19.77000007629395,19.98500003814697,20.583333333333336,21.009999942779544,,
2020-02-12,21.700000762939453,22.5,20.100000381469727,20.39999961853028,10461797.0,21.05500001907349,,-1.0621740632167438,0.1128205519456129,-0.0599078847328613,0.0368663229923398,-0.0737327338809269,Services,18.0,20.14000015258789,20.020000076293947,20.57666676839193,21.05500001907349,,
2020-02-13,20.850000381469727,21.600000381469727,20.75,21.600000381469727,1034165.0,20.93000001907349,,-1.1002974394065994,-0.0391705231145156,0.0359712223634565,0.0359712223634565,-0.0047961812777039,Services,18.0,20.280000305175783,20.020000076293947,20.49000015258789,20.93000001907349,20.96599998474121,
