date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,122.83583068847656,123.5837351506206,119.03647236890755,119.15613525691198,13533598.0,,,-0.6451604718247959,,-0.0299562058638789,0.0060886506644857,-0.0309303751053269,Oil Gas & Consumable Fuels,15.0,,,,,,
2020-01-13,126.57535552978516,126.8445993156013,122.65633424385976,122.83583314430165,9863555.0,,,-0.6166073373895978,0.0304432739238145,-0.0295438426369148,0.0021271422441533,-0.0309619615091911,Oil Gas & Consumable Fuels,15.0,,,,,,
2020-01-14,127.41300201416016,127.74208180258788,125.49836842198036,126.33601776552992,5417581.0,,,-0.6102114893360359,0.0066177691610582,-0.0084527028765127,0.002582780275369,-0.0150269875280624,Oil Gas & Consumable Fuels,15.0,,,,,,
2020-01-15,127.11386108398438,128.40026244439156,126.42579251959292,127.2036151117493,4863227.0,,,-0.6124955793091861,-0.0023478053687372,0.0007060915859178,0.0101200714810893,-0.005413009710537,Oil Gas & Consumable Fuels,15.0,,,,,,
2020-01-16,125.79753875732422,127.26342977302848,123.91282304137496,127.11384887082,6937929.0,,,-0.6225463557976845,-0.0103554586056548,0.0104637191355156,0.0116527797776084,-0.0149821350605678,Oil Gas & Consumable Fuels,15.0,125.94711761474608,,,,,
2020-01-17,124.39144897460938,125.9770116888852,123.31447400454046,125.64793194594556,5985342.0,,,-0.6332825515170759,-0.0111774029651512,0.0101010397554952,0.0127465571576346,-0.0086579501963093,Oil Gas & Consumable Fuels,15.0,126.25824127197264,,,,,
2020-01-20,120.35277557373048,125.52827963619184,119.96386892733932,124.45129544581836,8110607.0,,,-0.6641198341796508,-0.0324674520167642,0.0340542197930204,0.0430027810973978,-0.0032313890937469,Oil Gas & Consumable Fuels,15.0,125.01372528076172,,,,,
2020-01-21,120.95110321044922,122.80590988618596,120.35277965436548,120.35277965436548,6347967.0,,,-0.6595513047079904,0.0049714485924107,-0.0049468218164382,0.0153351778239632,-0.0049468218164382,Oil Gas & Consumable Fuels,15.0,123.72134552001953,,,,,
2020-01-22,114.81828308105467,119.3057096078759,114.2498775469292,119.12621985055716,19096395.0,,,-0.706378440521377,-0.0507049540401769,0.0375196062325835,0.0390828568970444,-0.0049504793041036,Oil Gas & Consumable Fuels,15.0,121.2622299194336,,,,,
2020-01-23,114.13023376464844,116.79277212352052,113.59174614319356,114.90805631873428,16369722.0,,,-0.7116320396985706,-0.0059925065759825,0.0068152191442085,0.0233289486146377,-0.0047181855647936,Oil Gas & Consumable Fuels,15.0,118.92876892089843,122.43794326782226,,,,
2020-01-24,116.04486846923828,117.45093267895906,114.9678840883558,115.47646283562354,10626281.0,,,-0.697012850246865,0.0167758764828088,-0.0048981539736538,0.0121165565377283,-0.009280758340193,Oil Gas & Consumable Fuels,15.0,117.25945281982422,121.75884704589843,,,,
2020-01-27,115.68587493896484,116.67310525462644,114.87813440455528,116.04486363116276,7195361.0,,,-0.6997539446281706,-0.0030935752266253,0.0031031333115414,0.0085337152541955,-0.0069821880574074,Oil Gas & Consumable Fuels,15.0,116.3260726928711,120.6698989868164,,,,
2020-01-28,113.17290496826172,116.22435897151485,112.72416226953,116.01494206022926,10274562.0,,,-0.7189417218057633,-0.0217223578248334,0.0251123455103017,0.0269627611318175,-0.0039651071858372,Oil Gas & Consumable Fuels,15.0,114.7704330444336,119.24588928222656,,,,
2020-01-29,114.30972290039062,115.4764520668371,112.48483413764444,114.27980489516004,10602818.0,,,-0.7102615507621444,0.0100449655546768,-0.0002617275632508,0.0102067360224742,-0.0159644229418385,Oil Gas & Consumable Fuels,15.0,114.66872100830078,117.9654754638672,,,,
2020-01-30,112.45491790771484,115.08754720478116,112.1856741157757,114.51913248550642,10859103.0,,,-0.7244239105683746,-0.016226134974468,0.0183559297912212,0.0234105306023768,-0.0023942375927045,Oil Gas & Consumable Fuels,15.0,114.33365783691406,116.63121337890624,119.73651479085288,,,
2020-01-31,108.71538543701172,113.35239287392896,107.6982372445297,112.96348622464524,35281395.0,,,-0.7529771032577992,-0.0332536143396764,0.039075433256821,0.0426527249871533,-0.0093560648144999,Oil Gas & Consumable Fuels,15.0,112.86776123046874,115.06360702514648,118.79515177408854,,,
2020-02-03,106.89049530029295,107.369155951654,103.00139234373486,104.64678205612483,15284598.0,,,-0.7669110482412917,-0.0167859418368715,-0.0209907647809541,0.0044780469022649,-0.0363839922869871,Oil Gas & Consumable Fuels,15.0,111.10868530273436,113.71737899780274,117.48282775878906,,,
2020-02-04,109.1940460205078,109.493207790427,107.5486562859522,108.1469798257906,10043759.0,,,-0.7493222913313162,0.0215505664347738,-0.0095890410958904,0.0027397260273971,-0.015068493150685,Oil Gas & Consumable Fuels,15.0,110.3129135131836,112.5416732788086,116.26823069254556,,,
2020-02-05,107.24950408935548,110.09154115727424,106.80076139442092,110.09154115727424,9468632.0,,,-0.7641698373515328,-0.0178081315055139,0.0264993026499302,0.0264993026499302,-0.0041841004184099,Oil Gas & Consumable Fuels,15.0,108.90086975097655,111.78479537963868,114.94394022623698,,,
2020-02-06,107.6683349609375,108.65557442429626,106.65118661995388,107.81791586783784,6917941.0,116.78827438354492,,-0.7609718550705251,0.0039052010089769,0.0013892748221158,0.0091692647027274,-0.0094470518314658,Oil Gas & Consumable Fuels,15.0,107.9435531616211,111.13860549926758,113.7353266398112,116.78827438354492,,
2020-02-07,110.7197723388672,111.31809587581895,106.56142558299076,107.8777355383462,13470302.0,116.18247146606446,,-0.737672611083654,0.0283410844891096,-0.0256687377555537,0.0054039447906428,-0.0375573998034375,Oil Gas & Consumable Fuels,15.0,108.34443054199218,110.60609588623046,112.82388153076172,116.18247146606446,,
2020-02-10,107.01018524169922,110.68987192684928,106.29218957949952,110.63003591176792,19665611.0,115.20421295166015,,-0.7659971559334343,-0.033504287615535,0.0338271601146444,0.0343863219827058,-0.0067096011522453,Oil Gas & Consumable Fuels,15.0,108.36836853027344,109.7385269165039,111.9343755086263,115.20421295166015,,
2020-02-11,107.3093490600586,108.595741241064,105.45454211425636,107.69825577626185,16397703.0,114.19903030395508,,-0.7637128911976041,0.0027956574197462,0.0036241643399175,0.0119876990427501,-0.017284672417164,Oil Gas & Consumable Fuels,15.0,107.9914291381836,109.1521713256836,111.0249252319336,114.19903030395508,,
2020-02-12,107.87775421142578,109.73255201921664,106.62127091445925,108.2965789338499,14669421.0,113.23722496032715,,-0.759372834802908,0.0052968837882807,0.0038824012001887,0.0171935152094071,-0.0116472882305652,Oil Gas & Consumable Fuels,15.0,108.11707916259766,108.50897445678712,110.56222330729166,113.23722496032715,,
2020-02-13,106.38194274902344,108.2666585229485,105.21521350184628,107.8777518171208,11781999.0,112.26644515991212,,-0.7707941002278325,-0.0138658009089692,0.0140607421658605,0.0177165008010005,-0.0109673617253793,Oil Gas & Consumable Fuels,15.0,107.85980072021484,107.90167694091797,110.04567057291666,112.26644515991212,115.0025796508789,
2020-02-14,104.55705261230467,107.04009198383808,104.22797279531144,106.50160437762652,15392705.0,111.27472534179688,,-0.784728045211325,-0.0171541343348469,0.0185979971387697,0.0237481768039162,-0.0031473708255096,Oil Gas & Consumable Fuels,15.0,106.62725677490236,107.48584365844728,109.27981618245444,111.27472534179688,114.27142852783204,
