date,close,high,low,open,volume,ma_20_unnamed: 6_level_1,ma_50_unnamed: 7_level_1,NORMALISED_CLOSE,RETURN RATIO,PERCENTAGE_CHANGE_OPEN,PERCENTAGE_CHANGE_CLOSE,PERCENTAGE_CHANGE_LOW,Sector_Name,Sector_Encoded,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30
2020-01-10,411.4348754882813,417.62892824199326,406.7424156203937,408.2440085062181,97773.0,,,-1.7668726020373124,,-0.0077554606382754,0.0150547586573963,-0.0114051096478359,Information Technology,12.0,,,,,,
2020-01-13,413.218017578125,418.5674334528946,407.82168855939375,411.2941204276481,39137.0,,,-1.7648037502996536,0.004333959506295,-0.0046558888253538,0.0129457469113341,-0.01305927812722,Information Technology,12.0,,,,,,
2020-01-14,412.6080017089844,417.62893963266873,410.1210036392724,413.8749716359706,52629.0,,,-1.76551150791362,-0.0014762567051551,0.0030706382855847,0.0121687846645923,-0.0060275080934228,Information Technology,12.0,,,,,,
2020-01-15,414.5787963867188,417.5819819197438,408.9947581314221,408.9947581314221,33941.0,,,-1.763224936351644,0.0047764334903141,-0.0134691843962224,0.0072439438755658,-0.0134691843962224,Information Technology,12.0,,,,,,
2020-01-16,415.3765869140625,433.5833269496481,412.93650185680775,413.8749939064823,160100.0,,,-1.762299317283941,0.0019243399187245,-0.003615015999664,0.0438318880003518,-0.0058743923806171,Information Technology,12.0,413.4432556152344,,,,,
2020-01-17,414.5787963867188,421.6174856292776,410.1209598664314,416.2211572099825,50750.0,,,-1.763224936351644,-0.0019206439469078,0.0039615166949631,0.0169779286926994,-0.0107526881720431,Information Technology,12.0,414.07203979492186,,,,,
2020-01-20,414.8603515625,420.44439007437575,411.99796259520303,415.7519303637243,27170.0,,,-1.762898268096781,0.0006791354942297,0.00214910583252,0.0134600438216003,-0.0068996445587443,Information Technology,12.0,414.4005065917969,,,,,
2020-01-21,415.9865417480469,418.5673945169293,403.5984370012112,412.9364430211859,19095.0,,,-1.761591630484684,0.0027146247678412,-0.0073322053017483,0.0062041737168641,-0.0297800613807811,Information Technology,12.0,415.0762145996094,,,,,
2020-01-22,415.3765869140625,420.3505833211359,413.8749939064823,413.8749939064823,18704.0,,,-1.762299317283941,-0.0014662850183115,-0.003615015999664,0.0119746672387734,-0.003615015999664,Information Technology,12.0,415.23577270507815,,,,,
2020-01-23,414.625732421875,424.94914388103945,413.1241682129432,416.6904261699085,26716.0,,,-1.7631704798400485,-0.0018076476042277,0.0049796565591173,0.0248981446444827,-0.0036214930514828,Information Technology,12.0,415.0856018066406,414.2644287109375,,,,
